,Unnamed: 0,budget,popularity,new release_date,new spoken_languages,new cast,new production_companies,new production_countries,new crew,new geners,new keywords,revenue,runtime,vote_average,vote_count
1695,1695,28000000.0,92.982009,27.0,1,2,1,1,121.9866666666667,36.760140720906094,7,504050219.0,90.0,7.4,3416.0
1696,1696,28000000.0,61.76233000000001,4.0,1,1,3,1,123.77981411862993,12.867982168982417,10,201634991.0,147.0,7.7,1355.0
1697,1697,28000000.0,66.976776,35.0,2,2,2,1,66.44851711519475,12.205051146247115,2,333000000.0,118.0,7.1,2781.0
1698,1698,30000000.0,7.981116,21.0,1,1,2,1,17.85,12.338670030213251,4,100491683.0,79.0,5.7,147.0
1699,1699,60000000.0,21.252797,18.0,2,2,1,3,36.934615384615384,24.744468974832316,1,105178561.0,104.0,6.1,400.0
1700,1700,29000000.0,19.237254,3.0,1,1,2,2,46.09888888888889,12.417744582857447,1,48902953.0,110.0,6.6,392.0
1701,1701,29000000.0,27.555646000000007,16.0,2,5,2,1,71.16942857142858,6.041402497598462,2,98185582.0,102.0,6.2,594.0
1702,1702,28000000.0,66.169628,31.0,3,1,2,1,71.84852772227772,12.156837483566658,12,140767956.0,131.0,7.5,3948.0
1703,1703,28000000.0,24.917665,11.0,1,3,3,1,96.5892344972279,5.957733428367781,2,92380927.0,99.0,6.4,564.0
1704,1704,28000000.0,57.518472,4.0,1,4,3,1,71.99470839617899,12.417744582857447,2,133346506.0,130.0,7.3,2607.0
1705,1705,0.0,11.870161,10.0,1,2,1,1,65.0629393939394,18.825715597350197,1,0.0,120.0,6.2,127.0
1706,1706,28000000.0,7.534003,15.0,1,0,0,1,6.82,13.18915401163252,3,64445708.0,135.0,7.0,159.0
1707,1707,28000000.0,44.529429,15.0,2,1,1,1,156.4973688750863,17.913186176772747,4,102356381.0,101.0,6.8,1016.0
1708,1708,35000000.0,14.949395,18.0,1,2,2,1,46.48943510737628,5.957733428367781,3,94728529.0,103.0,5.5,427.0
1709,1709,30000000.0,14.726338,6.0,1,0,0,1,12.65,12.376814244177329,0,17137302.0,115.0,6.5,356.0
1710,1710,21000000.0,24.13081,18.0,2,8,1,1,61.369333842258364,12.417744582857447,0,71441250.0,110.0,7.4,1286.0
1711,1711,30000000.0,45.915165,16.0,1,3,1,1,43.45817841880341,12.391321510790895,0,90259536.0,90.0,7.1,1061.0
1712,1712,28000000.0,28.043508000000006,6.0,1,2,1,1,49.60523145155497,5.957733428367781,0,134402450.0,105.0,6.4,799.0
1713,1713,28000000.0,26.090746,38.0,3,0,2,2,37.82940170940171,18.32048613221531,5,195312802.0,127.0,6.3,490.0
1714,1714,28000000.0,14.530803,18.0,1,2,1,1,60.197263698162196,12.178432729067094,1,77516304.0,90.0,6.6,521.0
1715,1715,27000000.0,13.308127,25.0,1,1,1,2,35.0307264957265,24.539917242132155,2,101646581.0,99.0,5.5,282.0
1716,1716,28000000.0,38.0958,18.0,1,8,5,2,117.4888568094872,5.957733428367781,0,60780981.0,89.0,6.1,1337.0
1717,1717,28000000.0,37.729059,6.0,2,0,1,1,45.24590964590964,6.220699300699311,2,97594140.0,115.0,6.9,823.0
1718,1718,28000000.0,18.650748,26.0,1,0,1,1,25.24712121212121,18.07031331950334,1,39514713.0,96.0,6.4,471.0
1719,1719,28000000.0,15.794946,12.0,1,0,3,2,31.845384615384614,5.957733428367781,3,92601050.0,104.0,6.1,327.0
1720,1720,28000000.0,45.054936,9.0,1,2,1,2,110.36677577324635,12.35314746404142,7,96188903.0,117.0,7.1,4645.0
1721,1721,28000000.0,25.039383,8.0,3,1,1,3,6.333333333333333,18.162784574614896,2,40547440.0,83.0,5.6,531.0
1722,1722,28000000.0,6.7567710000000005,19.0,1,2,1,1,45.84892458418774,11.90782935216538,2,33000337.0,99.0,4.6,148.0
1723,1723,28000000.0,22.14595,5.0,1,2,2,1,79.78865497076023,11.990924006526242,1,100654149.0,81.0,6.1,493.0
1724,1724,28000000.0,36.58383,14.0,1,2,5,3,39.945246598639464,12.680710455188976,0,121147947.0,135.0,7.7,1358.0
1725,1725,28000000.0,94.056131,37.0,5,1,1,3,49.50504606109869,18.646780932580402,4,33139618.0,117.0,7.9,3509.0
1726,1726,28000000.0,10.703456,24.0,1,4,1,2,24.633333333333333,6.163648648648653,1,31596911.0,139.0,6.5,148.0
1727,1727,28000000.0,41.638961,5.0,1,1,2,2,65.81973992673991,24.928593604499284,0,52597999.0,113.0,6.0,883.0
1728,1728,21000000.0,14.518707999999998,12.0,2,2,2,1,120.22580586080585,18.887191106900822,3,54926886.0,117.0,6.5,323.0
1729,1729,0.0,3.312385,19.0,2,2,1,1,9.5,11.90782935216538,1,0.0,97.0,4.5,38.0
1730,1730,35866397.0,3.75074,18.0,2,0,3,5,14.525,6.5260869565217385,1,20217080.0,98.0,7.0,49.0
1731,1731,28000000.0,22.074306,13.0,1,0,3,1,46.88388888888888,30.751023774692317,1,38159905.0,103.0,5.8,491.0
1732,1732,28000000.0,4.436792,20.0,1,1,1,2,6.100000000000001,12.417744582857447,1,8888143.0,119.0,6.0,69.0
1733,1733,28000000.0,14.639323999999998,9.0,1,0,2,1,5.1499999999999995,18.032326504124704,1,45236543.0,94.0,5.5,345.0
1734,1734,28000000.0,1.767479,22.0,1,0,1,1,6.0,24.233961968151995,1,8345056.0,86.0,5.5,46.0
1735,1735,28000000.0,13.145205,18.0,1,1,1,1,18.273333333333333,17.905131655918183,0,14010832.0,98.0,4.8,296.0
1736,1736,28000000.0,12.921594,4.0,1,3,1,1,36.5946386946387,12.417744582857447,0,7002261.0,108.0,5.8,195.0
1737,1737,28000000.0,28.397048,3.0,1,0,2,1,47.406666666666666,24.086262081232473,3,16374328.0,108.0,5.5,640.0
1738,1738,28000000.0,7.039189,22.0,3,0,1,1,41.02972222222222,6.460011154489665,0,5684789.0,134.0,6.8,91.0
1739,1739,27000000.0,16.785866,11.0,1,3,2,1,139.97281135531136,18.63844388355676,0,17286299.0,110.0,6.2,244.0
1740,1740,28000000.0,40.28635,6.0,1,2,1,2,59.25372549019606,18.516796112690074,4,60700000.0,103.0,6.3,2224.0
1741,1741,24000000.0,6.0096440000000015,13.0,1,0,1,1,30.55833333333333,6.041402497598462,0,23321954.0,145.0,5.6,61.0
1742,1742,28000000.0,25.520976,5.0,1,0,3,2,53.36895238095238,18.813158618531084,3,68896829.0,90.0,5.7,615.0
1743,1743,27500000.0,25.633663,36.0,4,0,1,2,37.397777777777776,18.32048613221531,0,187500000.0,131.0,6.2,527.0
1744,1744,30000000.0,22.527211,12.0,1,8,2,1,43.10186260523103,18.63844388355676,2,219076518.0,129.0,6.2,1214.0
1745,1745,30000000.0,24.091520000000006,10.0,2,3,0,1,93.95563492063489,6.460011154489665,2,95714875.0,109.0,7.1,598.0
1746,1746,35000000.0,6.248273,11.0,1,0,2,1,6.05,12.417744582857447,0,43650785.0,114.0,5.7,57.0
1747,1747,8000000.0,9.548391,35.0,2,0,1,2,7.366666666666667,19.35280266028117,1,27187653.0,163.0,6.9,67.0
1748,1748,15000000.0,12.576381,13.0,2,3,6,1,40.14641509433962,12.680710455188976,14,49469904.0,92.0,6.9,235.0
1749,1749,27500000.0,12.741073,12.0,2,3,1,1,96.0522619047619,12.575446140457863,5,24748670.0,120.0,6.2,205.0
1750,1750,27000000.0,16.188572,28.0,1,1,1,1,25.84722222222222,24.39182092433785,0,96900000.0,113.0,6.7,413.0
1751,1751,27000000.0,5.576937,17.0,1,1,0,1,53.72409615384616,18.638443883556757,3,0.0,116.0,5.6,65.0
1752,1752,27000000.0,18.913,22.0,2,2,1,1,44.25301587301588,25.16307763172352,1,60527873.0,115.0,6.2,345.0
1753,1753,27000000.0,44.714264,39.0,1,1,1,1,40.63333333333333,24.718851906901953,5,115229890.0,133.0,7.5,1065.0
1754,1754,27000000.0,11.870301,11.0,1,0,0,1,6.05,24.61458380966456,2,44352417.0,117.0,6.0,238.0
1755,1755,0.0,5.753705,7.0,1,1,1,1,108.37660714285715,12.365704442860533,0,0.0,117.0,6.7,33.0
1756,1756,27000000.0,28.227984000000006,17.0,1,0,1,2,50.04503014842301,18.638443883556757,3,129000000.0,101.0,6.6,607.0
1757,1757,27000000.0,11.678561,20.0,1,2,2,1,34.69131944444444,29.97830007025416,2,56870414.0,82.0,5.5,247.0
1758,1758,27000000.0,36.921445,13.0,1,4,1,2,60.45034188034189,25.16307763172352,4,56308881.0,110.0,7.4,1323.0
1759,1759,27000000.0,17.567332,36.0,2,2,1,1,40.46388888888889,13.18915401163252,1,21500000.0,193.0,7.3,235.0
1760,1760,30000000.0,16.698316000000002,8.0,1,0,2,2,6.12,19.304588997600717,1,15395087.0,130.0,6.3,288.0
1761,1761,27000000.0,47.862016,35.0,1,0,1,2,54.33875291375292,24.73623969427388,3,20158808.0,102.0,7.0,1002.0
1762,1762,27000000.0,39.324831,21.0,1,0,1,2,78.75833333333334,12.347221316945237,2,27200316.0,100.0,7.2,828.0
1763,1763,0.0,18.591657,11.0,1,1,3,1,46.66607142857143,19.40985331233183,3,0.0,110.0,6.7,396.0
1764,1764,25000000.0,5.650125,34.0,1,0,0,2,108.80859335839601,18.276228539784213,0,11137801.0,109.0,6.7,120.0
1765,1765,27000000.0,3.123583,21.0,1,1,1,1,6.890000000000001,18.813158618531084,0,76000000.0,113.0,5.9,44.0
1766,1766,27000000.0,23.917982,10.0,1,0,2,2,67.32979133439659,18.183715876988078,4,29000000.0,109.0,6.1,563.0
1767,1767,27000000.0,8.715822,15.0,1,1,4,3,36.63547008547009,12.427179952411155,1,13000000.0,99.0,5.5,98.0
1768,1768,0.0,5.737161,12.0,1,4,1,1,25.545454545454547,6.460011154489665,1,0.0,106.0,6.8,79.0
1769,1769,27000000.0,14.788073,8.0,1,2,1,1,62.32771611721611,18.032326504124704,2,85564310.0,89.0,4.4,222.0
1770,1770,27000000.0,38.279458,3.0,1,2,2,1,6.3500000000000005,6.115434985968197,4,93282604.0,98.0,6.5,1068.0
1771,1771,28.0,9.670031,18.0,1,1,2,2,36.28728070175439,24.426315878377398,0,14.0,93.0,5.9,173.0
1772,1772,0.0,5.271559,20.0,1,2,1,1,55.28750811688312,12.417744582857447,1,4488529.0,112.0,5.9,56.0
1773,1773,27000000.0,17.193659,15.0,1,1,2,4,161.15417969711453,18.703066477233854,3,21148829.0,106.0,6.3,333.0
1774,1774,25000000.0,8.31653,11.0,3,5,2,1,54.82781573498964,12.417744582857447,2,6673422.0,104.0,5.2,127.0
1775,1775,0.0,2.653988,16.0,5,2,3,3,62.92302631578947,12.575446140457863,0,0.0,120.0,5.9,23.0
1776,1776,0.0,0.548435,13.0,1,0,0,1,34.50555555555556,18.825715597350197,1,0.0,133.0,6.9,6.0
1777,1777,26000000.0,31.250383000000006,10.0,1,0,3,1,106.81230839280073,24.195975152773357,1,183293131.0,91.0,5.2,788.0
1778,1778,26000000.0,24.345651,16.0,2,0,1,1,24.51420634920635,5.957733428367781,4,110230332.0,97.0,6.0,879.0
1779,1779,26000000.0,38.473732,14.0,2,8,2,1,12.024,12.178432729067094,0,109449237.0,116.0,6.2,1983.0
1780,1780,25000000.0,31.792964,21.0,1,5,2,1,59.10400183150184,12.949842157842166,2,289317794.0,122.0,6.8,796.0
1781,1781,28000000.0,61.309619,5.0,1,1,4,1,64.62477922077923,25.16307763172352,4,53181600.0,113.0,6.2,1131.0
1782,1782,15000000.0,5.411154,29.0,2,1,2,1,84.71712701712701,5.957733428367781,4,201957688.0,111.0,5.8,628.0
1783,1783,27000000.0,41.832392,11.0,1,3,2,1,61.323548965740144,11.999135925966243,0,101624843.0,111.0,6.6,1148.0
1784,1784,26000000.0,21.988861,21.0,1,2,1,1,51.039069264069255,18.638443883556757,1,65705772.0,121.0,6.8,399.0
1785,1785,22000000.0,19.068175,16.0,1,3,1,1,50.3724025974026,6.408333333333334,1,68296293.0,139.0,7.0,262.0
1786,1786,26000000.0,24.114459,29.0,3,3,1,1,62.40386549116502,24.439175298777585,0,61489265.0,115.0,6.3,404.0
1787,1787,22000000.0,20.256571,42.0,5,6,1,2,42.23095238095238,19.886100576518015,1,50750000.0,175.0,6.9,207.0
1788,1788,26000000.0,8.802626,14.0,2,1,2,1,61.77491684119974,11.90782935216538,3,57891803.0,85.0,6.2,455.0
1789,1789,26000000.0,37.355826,16.0,1,0,1,1,70.84040903540904,12.068280891019882,1,90426405.0,90.0,5.9,1023.0
1790,1790,26000000.0,39.742009,19.0,1,4,4,3,61.14211528550815,18.162784574614896,1,71868327.0,106.0,7.3,1112.0
1791,1791,26000000.0,30.981604,9.0,1,2,1,1,78.45642857142859,5.7923943661971835,2,67918658.0,100.0,5.2,629.0
1792,1792,25000000.0,31.893932,6.0,1,6,2,1,50.20815156169995,18.468582450009617,1,86175291.0,130.0,6.1,1573.0
1793,1793,0.0,15.376391,15.0,2,3,0,1,23.756853002070397,18.638443883556757,1,0.0,109.0,5.9,194.0
1794,1794,26000000.0,5.894163,17.0,2,0,2,1,61.38833333333333,24.38360900489785,1,38793283.0,94.0,4.9,89.0
1795,1795,26000000.0,10.981038,34.0,1,3,1,1,25.023846153846154,25.22149195186442,3,0.0,127.0,7.1,146.0
1796,1796,26000000.0,22.07638,10.0,2,0,3,1,114.35106709956709,19.27239270534336,1,43318349.0,104.0,6.8,633.0
1797,1797,26000000.0,10.925618,15.0,1,1,1,1,5.5,5.957733428367781,2,28818995.0,100.0,5.2,144.0
1798,1798,56000000.0,21.219292000000006,8.0,1,2,1,1,6.0125,12.178432729067094,1,142044638.0,118.0,5.7,718.0
1799,1799,42000000.0,14.831402,18.0,5,2,1,2,23.738888888888887,25.072031965979875,1,35402320.0,118.0,5.8,198.0
1800,1800,26000000.0,22.520842,7.0,1,3,1,4,68.00600122100121,18.703066477233854,2,29657751.0,111.0,6.1,426.0
1801,1801,30000000.0,3.3140940000000003,15.0,1,1,2,2,17.314444444444447,5.957733428367781,0,14000000.0,110.0,4.8,54.0
1802,1802,26000000.0,7.964450999999999,25.0,1,0,0,3,4.5,18.192126602698103,1,36800000.0,99.0,4.5,110.0
1803,1803,26000000.0,1.492056,23.0,1,1,1,2,80.04870129870129,18.887191106900822,5,0.0,101.0,5.5,34.0
1804,1804,26000000.0,4.810621,22.0,1,1,0,1,61.42801587301588,11.871783679174285,1,0.0,100.0,6.0,62.0
1805,1805,0.0,9.317265,18.0,2,3,1,2,39.93524235267656,30.881499206300948,1,0.0,103.0,6.5,165.0
1806,1806,26000000.0,5.644844,4.0,1,3,0,1,10.24,12.178432729067094,1,0.0,100.0,3.9,95.0
1807,1807,25530000.0,4.475007,23.0,1,0,1,1,5.3,12.196839226807114,0,20080020.0,95.0,5.3,84.0
1808,1808,26000000.0,66.097437,4.0,1,1,1,1,68.1405,18.462656302913434,2,30523226.0,116.0,6.3,1091.0
1809,1809,25000000.0,20.679652,14.0,4,2,5,4,168.5023015873016,18.851332665280562,0,82466670.0,129.0,6.8,417.0
1810,1810,30000000.0,38.171417,15.0,2,0,1,1,104.15777777777777,6.460011154489665,2,611899420.0,127.0,6.9,864.0
1811,1811,25000000.0,30.884535,26.0,1,2,1,1,60.54883348076072,18.450935161015906,2,441286195.0,125.0,7.0,1591.0
1812,1812,25000000.0,49.510658,31.0,2,2,1,1,103.47926501035195,6.460011154489665,2,412800000.0,133.0,7.6,1709.0
1813,1813,33000000.0,50.7453,11.0,1,0,3,2,103.275,6.460011154489665,4,269958228.0,116.0,7.8,3086.0
1814,1814,25100000.0,10.445391,11.0,2,6,0,1,12.815000000000001,13.18915401163252,2,29506464.0,131.0,6.1,143.0
1815,1815,25000000.0,80.879032,11.0,4,2,4,3,38.777166666666666,12.156837483566658,3,226830568.0,93.0,7.2,4369.0
1816,1816,26000000.0,33.93914,5.0,1,1,1,1,6.933333333333334,12.680710455188976,0,35926213.0,117.0,7.2,765.0
1817,1817,25000000.0,26.576385,27.0,1,2,1,1,50.334948287007116,31.24551895324839,2,411006740.0,129.0,6.1,661.0
1818,1818,22000000.0,104.469351,26.0,4,3,2,1,73.96965811965812,19.886100576518015,4,321365567.0,195.0,8.3,4329.0
1819,1819,25000000.0,42.191509,8.0,1,3,5,3,131.63310708898945,6.460011154489665,2,124272124.0,146.0,7.8,1910.0
1820,1820,28000000.0,20.267062,6.0,1,2,5,2,25.354166666666664,12.575446140457863,2,8555008.0,128.0,5.7,364.0
1821,1821,0.0,22.644275,15.0,1,0,2,1,117.68466666666669,24.476657914816236,3,181466833.0,93.0,5.4,500.0
1822,1822,26000000.0,7.182761,5.0,2,1,1,3,14.700000000000001,24.634359472416648,3,0.0,127.0,4.9,71.0
1823,1823,30000000.0,26.69592,16.0,1,0,1,3,136.19555555555556,5.7923943661971835,2,114908830.0,97.0,5.8,594.0
1824,1824,0.0,7.336256,5.0,2,0,1,3,29.2405,12.575446140457863,0,0.0,100.0,4.7,64.0
1825,1825,25000000.0,12.739721,18.0,1,2,2,1,34.28333333333333,42.65217870992778,4,80936232.0,83.0,5.6,231.0
1826,1826,25000000.0,46.942396,11.0,2,0,2,1,64.48333333333333,18.228172275689197,10,170764026.0,85.0,6.4,2251.0
1827,1827,25000000.0,15.505137,28.0,1,1,1,2,34.791666666666664,30.267309944895896,3,78000000.0,88.0,5.8,286.0
1828,1828,25000000.0,38.272889,32.0,1,3,1,1,78.51491071428572,25.616333964043672,0,76270454.0,119.0,7.6,1384.0
1829,1829,25000000.0,53.645267,12.0,2,4,3,1,81.52793024585479,18.887191106900822,2,171600000.0,122.0,7.7,3003.0
1830,1830,25000000.0,28.468000000000004,5.0,1,3,2,1,62.30210317460318,11.999135925966243,1,153997819.0,99.0,6.1,853.0
1831,1831,25000000.0,35.310712,18.0,1,1,4,4,148.3121513605442,18.63844388355676,12,281929795.0,97.0,6.5,1356.0
1832,1832,25000000.0,28.727731,19.0,2,4,1,2,84.72515441855292,18.638443883556757,2,152500343.0,121.0,6.8,951.0
1833,1833,45000000.0,4.340616000000002,16.0,1,4,2,1,23.120588235294115,5.957733428367781,1,124914842.0,95.0,5.1,377.0
1834,1834,25000000.0,14.604910999999998,7.0,1,1,4,1,24.774967532467528,5.957733428367781,0,119772232.0,104.0,5.7,210.0
1835,1835,25000000.0,38.688822,8.0,1,0,0,1,161.96077047952048,12.178432729067094,4,147780440.0,107.0,6.1,1331.0
1836,1836,25000000.0,30.537845,26.0,3,3,2,1,67.53527777777778,31.802538491212967,0,56505065.0,130.0,7.4,626.0
1837,1837,25000000.0,19.750059,19.0,2,0,2,1,11.337499999999999,18.468582450009617,1,91036760.0,115.0,6.0,330.0
1838,1838,2800000.0,25.939385,43.0,3,0,2,2,62.25539682539683,11.90782935216538,0,60922980.0,111.0,7.2,476.0
1839,1839,25000000.0,31.64341,13.0,1,0,1,3,65.70445665445666,12.068280891019882,1,117719158.0,93.0,5.8,974.0
1840,1840,25000000.0,26.811541,7.0,1,0,3,1,12.695384615384615,12.680710455188976,2,99357138.0,101.0,6.8,946.0
1841,1841,60000000.0,40.646102,12.0,1,1,1,1,34.093333333333334,18.656850381296778,3,137587063.0,96.0,7.0,1113.0
1842,1842,25000000.0,34.160447999999995,15.0,1,4,1,2,20.84583333333333,6.460011154489665,8,116766556.0,106.0,7.2,1223.0
1843,1843,0.0,5.377155,6.0,1,0,0,1,12.514285714285714,12.417744582857447,1,0.0,100.0,7.0,35.0
1844,1844,25000000.0,48.552871,7.0,1,1,2,2,107.98182358182362,18.616848638056325,4,77278331.0,117.0,6.4,1451.0
1845,1845,25000000.0,18.228538,14.0,1,3,2,1,36.07555555555555,18.183715876988078,1,122644820.0,101.0,6.1,440.0
1846,1846,26000000.0,29.342744,15.0,1,10,1,1,24.93414285714286,5.957733428367781,2,90574188.0,94.0,6.7,1493.0
1847,1847,25000000.0,63.65424399999999,29.0,2,3,0,1,93.3465277777778,12.771756120932624,11,46836394.0,145.0,8.2,3128.0
1848,1848,28000000.0,11.859396,16.0,1,1,1,2,94.48152014652015,6.041402497598462,2,58795814.0,102.0,5.0,284.0
1849,1849,25000000.0,24.356483,14.0,1,0,4,3,38.4931037414966,18.07031331950334,1,122489822.0,97.0,6.4,711.0
1850,1850,25000000.0,70.105981,36.0,2,1,1,1,55.41369047619047,24.92859360449928,2,65884703.0,170.0,8.0,2948.0
1851,1851,25000000.0,8.618208000000001,22.0,1,0,1,1,31.21607142857143,18.162784574614896,5,0.0,97.0,6.3,174.0
1852,1852,23000000.0,21.189028,32.0,5,0,1,4,73.25000000000001,13.18915401163252,3,43984230.0,163.0,7.4,355.0
1853,1853,25000000.0,31.364901,7.0,1,2,4,3,69.14165685504972,24.928593604499284,1,63100000.0,109.0,6.1,770.0
1854,1854,0.0,7.615653,22.0,1,0,1,1,23.77368421052632,18.162784574614896,1,0.0,97.0,5.9,87.0
1855,1855,25000000.0,37.817905,12.0,1,1,2,1,77.85287613330065,6.460011154489665,3,77208711.0,158.0,7.9,1537.0
1856,1856,35000000.0,5.784661,17.0,2,1,3,1,23.65,18.502318678861904,2,0.0,85.0,5.8,44.0
1857,1857,0.0,8.255708,16.0,1,1,2,1,34.8,12.338670030213251,0,0.0,84.0,5.6,61.0
1858,1858,25000000.0,6.086083,17.0,1,0,1,1,42.21566181566182,11.999135925966243,3,41604473.0,86.0,5.5,112.0
1859,1859,25000000.0,17.17372,14.0,3,0,2,1,50.263353174603175,12.417744582857447,3,39053061.0,119.0,6.3,386.0
1860,1860,25000000.0,16.936576000000002,18.0,3,0,3,2,51.051333333333325,18.468582450009617,3,64437847.0,98.0,6.4,298.0
1861,1861,25000000.0,25.838073,11.0,1,0,3,1,57.292336093857834,12.178432729067094,3,70442940.0,97.0,5.6,529.0
1862,1862,25000000.0,5.625632,14.0,1,3,1,1,11.6625,12.178432729067094,0,36351350.0,105.0,5.4,115.0
1863,1863,25000000.0,17.312433,5.0,2,2,1,1,6.5,6.460011154489665,3,38307627.0,124.0,6.6,259.0
1864,1864,25000000.0,53.811461,5.0,1,2,2,1,69.67907142857143,12.531345946612204,2,66980456.0,94.0,6.4,1798.0
1865,1865,0.0,7.057765,16.0,1,0,2,1,43.27678266178266,5.957733428367781,4,0.0,105.0,5.8,368.0
1866,1866,17000000.0,19.045146,16.0,1,1,2,1,107.60499999999999,11.90782935216538,1,63102666.0,104.0,5.5,299.0
1867,1867,25000000.0,21.729434,12.0,1,0,1,2,86.32309523809523,18.638443883556757,5,59192128.0,101.0,5.5,444.0
1868,1868,25000000.0,12.837116,16.0,3,0,2,1,11.40909090909091,18.813158618531084,1,56489558.0,101.0,5.8,236.0
1869,1869,25000000.0,20.953265,17.0,1,6,3,1,53.7178436657682,6.460011154489665,3,41597830.0,114.0,7.0,451.0
1870,1870,20000000.0,10.81439,13.0,1,1,2,1,18.594078947368423,24.671634461715218,2,33889159.0,105.0,6.4,671.0
1871,1871,25000000.0,27.683874,12.0,1,1,1,3,31.989193967060512,11.990924006526242,2,229736344.0,90.0,6.1,663.0
1872,1872,20000000.0,9.855474,15.0,2,0,1,1,52.074285714285715,30.184215290535032,1,70992898.0,97.0,4.9,199.0
1873,1873,25500000.0,12.756344,6.0,3,0,4,2,63.79066666666667,18.887191106900822,0,2415472.0,128.0,6.0,171.0
1874,1874,25000000.0,29.533437,12.0,1,2,1,1,105.83434343434342,6.460011154489665,5,66122026.0,114.0,7.1,797.0
1875,1875,30000000.0,14.179538,21.0,2,2,2,1,52.786913265306126,13.18915401163252,0,82150642.0,124.0,7.1,334.0
1876,1876,25000000.0,14.340095000000002,21.0,1,0,1,2,45.26045454545454,11.750127794564964,0,50671850.0,89.0,5.5,350.0
1877,1877,25485000.0,9.795985,49.0,2,0,1,2,40.15833333333333,32.091151722765126,2,29548291.0,144.0,6.9,147.0
1878,1878,25000000.0,6.889436999999999,22.0,1,2,1,1,38.55119047619048,31.068753558975953,0,100000000.0,93.0,4.7,123.0
1879,1879,25000000.0,19.428994,8.0,1,1,2,1,47.608333333333334,5.957733428367781,1,34942188.0,81.0,5.4,325.0
1880,1880,0.0,7.326034,10.0,1,0,2,1,61.74136273448773,18.407106940458995,0,0.0,83.0,4.7,71.0
1881,1881,25000000.0,136.747729,25.0,1,1,1,1,122.58174603174605,12.771756120932624,2,28341469.0,142.0,8.5,8205.0
1882,1882,21150000.0,6.081772,18.0,1,0,0,2,42.74,12.121382077016435,1,39438674.0,92.0,4.7,146.0
1883,1883,27000000.0,17.329269,23.0,1,2,1,1,67.5485885167464,5.957733428367781,1,25023434.0,113.0,6.7,244.0
1884,1884,25000000.0,22.622453,5.0,1,2,1,1,62.04198412698414,18.887191106900822,1,39171130.0,111.0,5.7,543.0
1885,1885,25000000.0,20.561682,6.0,1,4,0,1,38.963478743478746,12.417744582857447,2,74188937.0,121.0,6.9,483.0
1886,1886,25000000.0,13.288177,14.0,1,1,1,2,5.9,18.450935161015906,2,27645491.0,98.0,5.9,185.0
1887,1887,30000000.0,19.212552,14.0,1,0,1,1,44.1526268115942,5.957733428367781,3,42886719.0,107.0,6.5,318.0
1888,1888,23000000.0,29.365851,3.0,3,3,2,3,42.156666666666666,19.1468874400003,3,46152800.0,106.0,7.2,661.0
1889,1889,25000000.0,10.232599,21.0,1,2,2,1,27.115907928388747,6.460011154489665,4,21567853.0,136.0,6.7,134.0
1890,1890,25000000.0,8.870614,25.0,1,1,2,1,32.0525,18.638443883556757,1,22200000.0,97.0,6.2,183.0
1891,1891,25000000.0,19.402816,9.0,1,2,1,1,88.06618742368741,19.377657020074473,3,114977104.0,115.0,6.6,1262.0
1892,1892,25000000.0,24.903418,9.0,1,0,4,1,6.15,30.90811762348097,1,23580000.0,97.0,6.2,515.0
1893,1893,25000000.0,14.562197,9.0,1,0,1,3,77.04994444444445,17.987218665142482,2,36993168.0,99.0,5.4,341.0
1894,1894,25000000.0,18.896239,12.0,4,2,2,2,65.5275,18.468582450009617,3,40452643.0,103.0,6.0,414.0
1895,1895,25000000.0,15.960916,17.0,1,3,2,1,35.33839285714286,18.638443883556757,1,17000000.0,95.0,6.9,530.0
1896,1896,25000000.0,25.848003,15.0,5,1,1,1,208.03174880674882,5.957733428367781,6,20796847.0,93.0,6.5,656.0
1897,1897,13000000.0,6.337063,17.0,1,0,2,2,36.076410256410256,18.468582450009617,1,0.0,98.0,4.6,82.0
1898,1898,26000000.0,10.006282,13.0,1,2,0,0,6.0625,11.990924006526242,1,0.0,90.0,5.4,66.0
1899,1899,0.0,2.753501,31.0,1,0,2,2,34.50416666666668,6.460011154489665,2,0.0,107.0,4.7,28.0
1900,1900,0.0,6.718497,23.0,2,0,1,5,5.0,18.41805934319035,2,0.0,90.0,5.0,54.0
1901,1901,25000000.0,7.538513000000001,14.0,1,0,1,1,13.850000000000001,12.493201732648126,1,15431177.0,120.0,6.9,110.0
1902,1902,30000000.0,21.606001000000006,10.0,1,2,3,1,23.8555,12.186769778090735,7,33333531.0,115.0,5.4,597.0
1903,1903,8000000.0,13.715715,11.0,3,0,2,3,35.802246642246644,12.25240552068685,0,0.0,91.0,5.6,265.0
1904,1904,25000000.0,3.707511,19.0,2,0,2,1,27.77991071428572,5.957733428367781,5,24362772.0,108.0,4.3,29.0
1905,1905,25000000.0,7.001175999999999,9.0,1,0,1,1,29.89893927125506,24.643727031477745,4,19829957.0,107.0,5.2,147.0
1906,1906,25000000.0,39.784026,15.0,1,0,3,1,131.09173611111112,5.957733428367781,1,30411183.0,108.0,6.3,824.0
1907,1907,25000000.0,10.115011,23.0,1,0,1,1,27.194444444444446,18.32048613221531,1,51702483.0,100.0,5.2,101.0
1908,1908,0.0,7.321181,17.0,1,1,3,1,28.11,18.459147080455907,3,0.0,85.0,4.4,46.0
1909,1909,25000000.0,32.854557,4.0,1,1,2,3,150.79238945578228,12.427179952411155,3,42972994.0,131.0,6.7,973.0
